platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
217;736;2023-06-27;120,0;Data Governance Fundamentals;2021-08-28;Web Development Foundations Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
322;218;2022-05-29;386,14;AI Tools for Productivity;2022-04-05;Power BI Analyst Certificate;professional;140,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
484;939;2025-03-02;56,43;Data Governance Fundamentals;2022-04-20;AI Productivity Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
213;898;2024-08-09;707,94;Operations Management;2024-05-31;Power BI Analyst Certificate;professional;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
316;692;2024-03-22;55,99;Project Management Essentials;2022-05-01;Excel Professional Certificate;completion;4,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
74;508;2032-04-15;805,76;Database Design Principles;2022-11-07;Machine Learning Foundations Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
91;853;2025-04-18;113,27;Excel for Professionals;2021-04-14;Database Foundations Certificate;completion;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
351;965;2026-01-10;84,36;Business Communication Skills;2022-01-05;Cybersecurity Awareness Certificate;completion;;"Prepares students to communicate clearly in professional environments; requires no technical background."
391;707;2030-04-05;188,65;Digital Marketing Analytics;2023-09-28;Digital Marketing Analyst;specialization;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
427;687;2029-03-13;328,75;Supply Chain Analytics;2023-03-13;Digital Marketing Analyst;specialization;78,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
459;471;2030-10-23;439,73;Industrial IoT Fundamentals;2023-04-22;HR Analytics Certificate;specialization;161,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
19;656;2028-05-21;76,99;Excel for Professionals;2022-06-18;Web Development Foundations Certificate;completion;163,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
364;515;2031-12-12;386,69;Financial Modeling Essentials;2023-03-13;Statistics for Business Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
68;659;2026-09-28;60,5;R for Data Analysis;2024-08-17;AI Productivity Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
128;784;2022-08-03;79,4;Data Visualization with Power BI;2021-06-30;Cloud Fundamentals Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
273;545;2030-09-06;41,75;Information Security Foundations;2023-10-28;Cybersecurity Awareness Certificate;completion;115,0;"Prepares students to understand core information security principles; requires no prior security certification."
170;341;2029-09-16;716,79;Cloud Computing Basics;2024-11-30;Data Professional;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
34;34;2024-08-24;652,24;Process Improvement Techniques;2023-11-09;Agile Practitioner Certificate;professional;;"Prepares students to improve processes using structured methods; requires analytical thinking."
127;736;2025-06-08;46,15;Agile and Scrum Fundamentals;2024-02-15;Web Development Foundations Certificate;completion;105,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
243;1;2028-04-26;900,0;Cloud Computing Basics;2026-02-01;Data Professional;professional;5,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
243;1;2036-01-22;702,23;Digital Marketing Analytics;2026-02-01;Data Professional;professional;158,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
341;589;2022-04-26;451,21;Machine Learning Basics;2021-02-26;Financial Modeling Certificate;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
46;629;2033-07-18;723,44;SQL for Data Management;2025-11-25;Financial Modeling Certificate;professional;123,0;"Prepares students to query and manage relational databases; requires no prior SQL experience."
100;771;2024-10-23;201,93;Python for Business Analytics;2024-09-22;HR Analytics Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
307;776;2027-09-04;53,92;Excel for Professionals;2024-07-30;Web Development Foundations Certificate;completion;13,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
2;43;2029-08-14;408,15;Project Management Essentials;2025-11-06;Project Management Certificate;professional;154,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
357;217;2025-08-31;632,42;HR Analytics;2023-08-01;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
229;891;2033-02-06;332,17;AI Tools for Productivity;2025-05-19;HR Analytics Certificate;specialization;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
73;77;2028-06-12;930,27;Customer Experience Analytics;2025-04-18;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
283;566;2025-09-28;370,32;Cloud Computing Basics;2021-09-02;Business Intelligence Specialist;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
294;460;2031-08-05;400,0;Process Improvement Techniques;2025-08-09;Operations Excellence Certificate;advanced;;"Prepares students to improve processes using structured methods; requires analytical thinking."
358;712;2025-12-23;63,22;Excel for Professionals;2024-01-15;Excel Professional Certificate;completion;133,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
24;616;2035-04-17;63,53;Business Communication Skills;2025-07-20;Web Development Foundations Certificate;completion;;"Prepares students to communicate clearly in professional environments; requires no technical background."
432;911;2024-03-22;290,3;Cybersecurity Awareness;2023-10-03;HR Analytics Certificate;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
253;402;2023-09-15;287,68;Agile and Scrum Fundamentals;2021-09-04;Business Analytics Certificate;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
444;517;2025-06-15;974,79;AI Tools for Productivity;2024-06-13;Supply Chain Analytics Certificate;advanced;200,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
389;660;2025-12-14;928,42;Agile and Scrum Fundamentals;2022-05-12;Operations Excellence Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
484;390;2025-09-10;766,49;Customer Experience Analytics;2022-04-20;Industrial IoT Certificate;advanced;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
349;165;2035-04-25;63,04;Cybersecurity Awareness;2025-06-27;Cybersecurity Awareness Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
